#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
Staphylococcus aureus DAR3913,DAR3913,19988,SAMN02403746 ,PRJNA228279,Terrabacteria group,Firmicutes,GCA_000608785.1 ,2.8978,32.8,-,JGQM01,15,3037,2873,2014/3/27,2017/3/4,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/608/785/GCF_000608785.1_Stap_aure_DAR3913_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/608/785/GCA_000608785.1_Stap_aure_DAR3913_V1
Staphylococcus aureus DAR3918,DAR3918,19988,SAMN02403747 ,PRJNA228280,Terrabacteria group,Firmicutes,GCA_000608805.1 ,2.82106,32.8,-,JGQN01,5,2921,2752,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/608/805/GCF_000608805.1_Stap_aure_DAR3918_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/608/805/GCA_000608805.1_Stap_aure_DAR3918_V1
Staphylococcus aureus DAR3919,DAR3919,19988,SAMN02403748 ,PRJNA228281,Terrabacteria group,Firmicutes,GCA_000608825.1 ,2.92864,32.9,-,JGQO01,11,3056,2887,2014/3/27,2017/3/4,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/608/825/GCF_000608825.1_Stap_aure_DAR3919_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/608/825/GCA_000608825.1_Stap_aure_DAR3919_V1
Staphylococcus aureus DAR3924,DAR3924,19988,SAMN02403749 ,PRJNA228282,Terrabacteria group,Firmicutes,GCA_000608845.1 ,2.89269,32.7,-,JGQP01,28,3051,2879,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/608/845/GCF_000608845.1_Stap_aure_DAR3924_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/608/845/GCA_000608845.1_Stap_aure_DAR3924_V1
Staphylococcus aureus DAR3928,DAR3928,19988,SAMN02403750 ,PRJNA228283,Terrabacteria group,Firmicutes,GCA_000608865.1 ,2.88655,32.8,-,JGQQ01,18,3027,2850,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/608/865/GCF_000608865.1_Stap_aure_DAR3928_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/608/865/GCA_000608865.1_Stap_aure_DAR3928_V1
Staphylococcus aureus DAR3930,DAR3930,19988,SAMN02403751 ,PRJNA228284,Terrabacteria group,Firmicutes,GCA_000608885.1 ,2.93302,32.9,-,JGQR01,13,3108,2942,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/608/885/GCF_000608885.1_Stap_aure_DAR3930_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/608/885/GCA_000608885.1_Stap_aure_DAR3930_V1
Staphylococcus aureus DAR3933,DAR3933,19988,SAMN02403752 ,PRJNA228285,Terrabacteria group,Firmicutes,GCA_000608905.1 ,2.95019,32.8,-,JGQS01,23,3101,2932,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/608/905/GCF_000608905.1_Stap_aure_DAR3933_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/608/905/GCA_000608905.1_Stap_aure_DAR3933_V1
Staphylococcus aureus DAR5880,DAR5880,19988,SAMN02403753 ,PRJNA228286,Terrabacteria group,Firmicutes,GCA_000608925.1 ,2.93464,32.9,-,JGQT01,28,3090,2888,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/608/925/GCF_000608925.1_Stap_aure_DAR5880_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/608/925/GCA_000608925.1_Stap_aure_DAR5880_V1
Staphylococcus aureus DAR22,DAR22,19988,SAMN02403754 ,PRJNA228287,Terrabacteria group,Firmicutes,GCA_000608945.1 ,2.81173,32.9,-,JGQU01,11,2924,2757,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/608/945/GCF_000608945.1_Stap_aure_DAR22_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/608/945/GCA_000608945.1_Stap_aure_DAR22_V1
Staphylococcus aureus DAR5878,DAR5878,19988,SAMN02403755 ,PRJNA228288,Terrabacteria group,Firmicutes,GCA_000608965.1 ,2.97934,32.9,-,JGQV01,15,3143,2956,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/608/965/GCF_000608965.1_Stap_aure_DAR5878_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/608/965/GCA_000608965.1_Stap_aure_DAR5878_V1
Staphylococcus aureus DAR5877,DAR5877,19988,SAMN02403756 ,PRJNA228290,Terrabacteria group,Firmicutes,GCA_000608985.1 ,2.85482,32.8,-,JGQW01,68,3009,2813,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/608/985/GCF_000608985.1_Stap_aure_DAR5877_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/608/985/GCA_000608985.1_Stap_aure_DAR5877_V1
Staphylococcus aureus DAR5875,DAR5875,19988,SAMN02403757 ,PRJNA228291,Terrabacteria group,Firmicutes,GCA_000609005.1 ,2.9584,33.2,-,JGQX01,5,3031,2833,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/005/GCF_000609005.1_Stap_aure_DAR5875_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/005/GCA_000609005.1_Stap_aure_DAR5875_V1
Staphylococcus aureus DAR5874,DAR5874,19988,SAMN02403758 ,PRJNA228292,Terrabacteria group,Firmicutes,GCA_000609025.1 ,2.94691,32.9,-,JGQY01,18,3092,2905,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/025/GCF_000609025.1_Stap_aure_DAR5874_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/025/GCA_000609025.1_Stap_aure_DAR5874_V1
Staphylococcus aureus DAR5873,DAR5873,19988,SAMN02403759 ,PRJNA228293,Terrabacteria group,Firmicutes,GCA_000609045.1 ,2.91843,32.8,-,JGQZ01,14,3072,2913,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/045/GCF_000609045.1_Stap_aure_DAR5873_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/045/GCA_000609045.1_Stap_aure_DAR5873_V1
Staphylococcus aureus DAR951,DAR951,19988,SAMN02403760 ,PRJNA228294,Terrabacteria group,Firmicutes,GCA_000609065.1 ,2.96562,32.8,-,JGRA01,50,3140,2968,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/065/GCF_000609065.1_Stap_aure_DAR951_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/065/GCA_000609065.1_Stap_aure_DAR951_V1
Staphylococcus aureus DAR966,DAR966,19988,SAMN02403761 ,PRJNA228295,Terrabacteria group,Firmicutes,GCA_000609085.1 ,2.95154,32.9,-,JGRB01,9,3126,2960,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/085/GCF_000609085.1_Stap_aure_DAR966_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/085/GCA_000609085.1_Stap_aure_DAR966_V1
Staphylococcus aureus DAR1065,DAR1065,19988,SAMN02403762 ,PRJNA228296,Terrabacteria group,Firmicutes,GCA_000609105.1 ,2.91391,32.8,-,JGRC01,10,3047,2868,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/105/GCF_000609105.1_Stap_aure_DAR1065_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/105/GCA_000609105.1_Stap_aure_DAR1065_V1
Staphylococcus aureus DAR1067,DAR1067,19988,SAMN02403763 ,PRJNA228297,Terrabacteria group,Firmicutes,GCA_000609125.1 ,2.92655,32.9,-,JGRD01,9,3084,2917,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/125/GCF_000609125.1_Stap_aure_DAR1067_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/125/GCA_000609125.1_Stap_aure_DAR1067_V1
Staphylococcus aureus DAR1082,DAR1082,19988,SAMN02403764 ,PRJNA228298,Terrabacteria group,Firmicutes,GCA_000609145.1 ,2.82703,32.9,-,JGRE01,5,2939,2771,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/145/GCF_000609145.1_Stap_aure_DAR1082_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/145/GCA_000609145.1_Stap_aure_DAR1082_V1
Staphylococcus aureus DAR1083,DAR1083,19988,SAMN02403765 ,PRJNA228299,Terrabacteria group,Firmicutes,GCA_000609165.1 ,2.90382,33,-,JGRF01,8,3053,2888,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/165/GCF_000609165.1_Stap_aure_DAR1083_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/165/GCA_000609165.1_Stap_aure_DAR1083_V1
Staphylococcus aureus DAR1084,DAR1084,19988,SAMN02403766 ,PRJNA228300,Terrabacteria group,Firmicutes,GCA_000609185.1 ,2.87532,32.8,-,JGRG01,7,3015,2857,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/185/GCF_000609185.1_Stap_aure_DAR1084_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/185/GCA_000609185.1_Stap_aure_DAR1084_V1
Staphylococcus aureus DAR1086,DAR1086,19988,SAMN02403767 ,PRJNA228301,Terrabacteria group,Firmicutes,GCA_000609205.1 ,2.89103,32.9,-,JGRH01,8,3056,2886,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/205/GCF_000609205.1_Stap_aure_DAR1086_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/205/GCA_000609205.1_Stap_aure_DAR1086_V1
Staphylococcus aureus DAR1090,DAR1090,19988,SAMN02403768 ,PRJNA228302,Terrabacteria group,Firmicutes,GCA_000609225.1 ,2.74349,32.8,-,JGRI01,7,2838,2681,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/225/GCF_000609225.1_Stap_aure_DAR1090_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/225/GCA_000609225.1_Stap_aure_DAR1090_V1
Staphylococcus aureus DAR1157,DAR1157,19988,SAMN02403769 ,PRJNA228303,Terrabacteria group,Firmicutes,GCA_000609245.1 ,2.804,32.9,-,JGRJ01,4,2914,2753,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/245/GCF_000609245.1_Stap_aure_DAR1157_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/245/GCA_000609245.1_Stap_aure_DAR1157_V1
Staphylococcus aureus DAR1158,DAR1158,19988,SAMN02403770 ,PRJNA228304,Terrabacteria group,Firmicutes,GCA_000609265.1 ,2.80156,32.9,-,JGRK01,5,2902,2748,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/265/GCF_000609265.1_Stap_aure_DAR1158_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/265/GCA_000609265.1_Stap_aure_DAR1158_V1
Staphylococcus aureus DAR1161,DAR1161,19988,SAMN02403771 ,PRJNA228305,Terrabacteria group,Firmicutes,GCA_000609285.1 ,2.77029,32.9,-,JGRL01,3,2887,2737,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/285/GCF_000609285.1_Stap_aure_DAR1161_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/285/GCA_000609285.1_Stap_aure_DAR1161_V1
Staphylococcus aureus DAR1174,DAR1174,19988,SAMN02403772 ,PRJNA228306,Terrabacteria group,Firmicutes,GCA_000609305.1 ,2.8882,32.9,-,JGRM01,6,3025,2861,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/305/GCF_000609305.1_Stap_aure_DAR1174_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/305/GCA_000609305.1_Stap_aure_DAR1174_V1
Staphylococcus aureus DAR1176,DAR1176,19988,SAMN02403773 ,PRJNA228307,Terrabacteria group,Firmicutes,GCA_000609325.1 ,2.73617,32.9,-,JGRN01,4,2801,2645,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/325/GCF_000609325.1_Stap_aure_DAR1176_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/325/GCA_000609325.1_Stap_aure_DAR1176_V1
Staphylococcus aureus DAR1183,DAR1183,19988,SAMN02403774 ,PRJNA228308,Terrabacteria group,Firmicutes,GCA_000609345.1 ,2.79263,32.9,-,JGRO01,5,2909,2746,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/345/GCF_000609345.1_Stap_aure_DAR1183_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/345/GCA_000609345.1_Stap_aure_DAR1183_V1
Staphylococcus aureus DAR1200,DAR1200,19988,SAMN02403775 ,PRJNA228309,Terrabacteria group,Firmicutes,GCA_000609365.1 ,2.92039,32.8,-,JGRP01,10,3091,2931,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/365/GCF_000609365.1_Stap_aure_DAR1200_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/365/GCA_000609365.1_Stap_aure_DAR1200_V1
Staphylococcus aureus DAR1275,DAR1275,19988,SAMN02403776 ,PRJNA228310,Terrabacteria group,Firmicutes,GCA_000609385.1 ,3.00383,32.8,-,JGRQ01,7,3164,2993,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/385/GCF_000609385.1_Stap_aure_DAR1275_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/385/GCA_000609385.1_Stap_aure_DAR1275_V1
Staphylococcus aureus DAR1276,DAR1276,19988,SAMN02403777 ,PRJNA228311,Terrabacteria group,Firmicutes,GCA_000609405.1 ,2.95012,33,-,JGRR01,10,3137,2967,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/405/GCF_000609405.1_Stap_aure_DAR1276_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/405/GCA_000609405.1_Stap_aure_DAR1276_V1
Staphylococcus aureus DAR1278,DAR1278,19988,SAMN02403778 ,PRJNA228312,Terrabacteria group,Firmicutes,GCA_000609425.1 ,2.86703,32.8,-,JGRS01,14,3009,2837,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/425/GCF_000609425.1_Stap_aure_DAR1278_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/425/GCA_000609425.1_Stap_aure_DAR1278_V1
Staphylococcus aureus DAR1291,DAR1291,19988,SAMN02403779 ,PRJNA228313,Terrabacteria group,Firmicutes,GCA_000609445.1 ,2.88574,32.8,-,JGRT01,8,3021,2860,2014/3/27,2017/3/4,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/445/GCF_000609445.1_Stap_aure_DAR1291_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/445/GCA_000609445.1_Stap_aure_DAR1291_V1
Staphylococcus aureus DAR1293,DAR1293,19988,SAMN02403780 ,PRJNA228314,Terrabacteria group,Firmicutes,GCA_000609465.1 ,2.99232,32.8,-,JGRU01,11,3149,2973,2014/3/27,2017/3/4,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/465/GCF_000609465.1_Stap_aure_DAR1293_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/465/GCA_000609465.1_Stap_aure_DAR1293_V1
Staphylococcus aureus DAR1295,DAR1295,19988,SAMN02403781 ,PRJNA228315,Terrabacteria group,Firmicutes,GCA_000609485.1 ,2.8722,32.8,-,JGRV01,10,2999,2820,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/485/GCF_000609485.1_Stap_aure_DAR1295_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/485/GCA_000609485.1_Stap_aure_DAR1295_V1
Staphylococcus aureus DAR1310,DAR1310,19988,SAMN02403782 ,PRJNA228316,Terrabacteria group,Firmicutes,GCA_000609505.1 ,2.88801,32.9,-,JGRW01,9,3043,2880,2014/3/27,2017/3/4,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/505/GCF_000609505.1_Stap_aure_DAR1310_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/505/GCA_000609505.1_Stap_aure_DAR1310_V1
Staphylococcus aureus DAR1311,DAR1311,19988,SAMN02403783 ,PRJNA228317,Terrabacteria group,Firmicutes,GCA_000609525.1 ,2.84123,32.8,-,JGRX01,6,2960,2780,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/525/GCF_000609525.1_Stap_aure_DAR1311_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/525/GCA_000609525.1_Stap_aure_DAR1311_V1
Staphylococcus aureus DAR1313,DAR1313,19988,SAMN02403784 ,PRJNA228318,Terrabacteria group,Firmicutes,GCA_000609545.1 ,2.88641,32.8,-,JGRY01,7,3019,2849,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/545/GCF_000609545.1_Stap_aure_DAR1313_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/545/GCA_000609545.1_Stap_aure_DAR1313_V1
Staphylococcus aureus DAR1369,DAR1369,19988,SAMN02403785 ,PRJNA228319,Terrabacteria group,Firmicutes,GCA_000609565.1 ,2.80876,32.8,-,JGRZ01,13,2944,2769,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/565/GCF_000609565.1_Stap_aure_DAR1369_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/565/GCA_000609565.1_Stap_aure_DAR1369_V1
Staphylococcus aureus DAR1370,DAR1370,19988,SAMN02403786 ,PRJNA228320,Terrabacteria group,Firmicutes,GCA_000609585.1 ,2.78512,32.9,-,JGSA01,2,2892,2729,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/585/GCF_000609585.1_Stap_aure_DAR1370_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/585/GCA_000609585.1_Stap_aure_DAR1370_V1
Staphylococcus aureus DAR1490,DAR1490,19988,SAMN02403787 ,PRJNA228321,Terrabacteria group,Firmicutes,GCA_000609605.1 ,2.88519,32.9,-,JGSB01,8,3026,2861,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/605/GCF_000609605.1_Stap_aure_DAR1490_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/605/GCA_000609605.1_Stap_aure_DAR1490_V1
Staphylococcus aureus DAR1492,DAR1492,19988,SAMN02403788 ,PRJNA228322,Terrabacteria group,Firmicutes,GCA_000609625.1 ,2.87419,32.8,-,JGSC01,13,3030,2867,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/625/GCF_000609625.1_Stap_aure_DAR1492_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/625/GCA_000609625.1_Stap_aure_DAR1492_V1
Staphylococcus aureus DAR1507,DAR1507,19988,SAMN02403789 ,PRJNA228324,Terrabacteria group,Firmicutes,GCA_000609645.1 ,2.93766,32.9,-,JGSD01,11,3105,2931,2014/3/27,2017/3/4,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/645/GCF_000609645.1_Stap_aure_DAR1507_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/645/GCA_000609645.1_Stap_aure_DAR1507_V1
Staphylococcus aureus DAR1692,DAR1692,19988,SAMN02403790 ,PRJNA228325,Terrabacteria group,Firmicutes,GCA_000609665.1 ,2.89789,32.9,-,JGSE01,8,3062,2902,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/665/GCF_000609665.1_Stap_aure_DAR1692_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/665/GCA_000609665.1_Stap_aure_DAR1692_V1
Staphylococcus aureus DAR1698,DAR1698,19988,SAMN02403791 ,PRJNA228326,Terrabacteria group,Firmicutes,GCA_000609685.1 ,2.83361,32.9,-,JGSF01,2,2962,2796,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/685/GCF_000609685.1_Stap_aure_DAR1698_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/685/GCA_000609685.1_Stap_aure_DAR1698_V1
Staphylococcus aureus DAR1800,DAR1800,19988,SAMN02403792 ,PRJNA228327,Terrabacteria group,Firmicutes,GCA_000609705.1 ,2.93533,32.9,-,JGSG01,9,3097,2924,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/705/GCF_000609705.1_Stap_aure_DAR1800_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/705/GCA_000609705.1_Stap_aure_DAR1800_V1
Staphylococcus aureus DAR1810,DAR1810,19988,SAMN02403793 ,PRJNA228328,Terrabacteria group,Firmicutes,GCA_000609725.1 ,2.83632,32.8,-,JGSH01,8,2957,2794,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/725/GCF_000609725.1_Stap_aure_DAR1810_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/725/GCA_000609725.1_Stap_aure_DAR1810_V1
Staphylococcus aureus DAR1811,DAR1811,19988,SAMN02403794 ,PRJNA228329,Terrabacteria group,Firmicutes,GCA_000609745.1 ,2.91529,32.8,-,JGSI01,16,3056,2894,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/745/GCF_000609745.1_Stap_aure_DAR1811_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/745/GCA_000609745.1_Stap_aure_DAR1811_V1
Staphylococcus aureus DAR1813,DAR1813,19988,SAMN02403795 ,PRJNA228330,Terrabacteria group,Firmicutes,GCA_000609765.1 ,2.71553,32.9,-,JGSJ01,2,2830,2644,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/765/GCF_000609765.1_Stap_aure_DAR1813_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/765/GCA_000609765.1_Stap_aure_DAR1813_V1
Staphylococcus aureus DAR1814,DAR1814,19988,SAMN02403796 ,PRJNA228331,Terrabacteria group,Firmicutes,GCA_000609785.1 ,2.77454,32.9,-,JGSK01,7,2888,2715,2014/3/27,2017/3/4,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/785/GCF_000609785.1_Stap_aure_DAR1814_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/785/GCA_000609785.1_Stap_aure_DAR1814_V1
Staphylococcus aureus DAR1815,DAR1815,19988,SAMN02403797 ,PRJNA228332,Terrabacteria group,Firmicutes,GCA_000609805.1 ,2.76196,32.9,-,JGSL01,4,2863,2719,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/805/GCF_000609805.1_Stap_aure_DAR1815_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/805/GCA_000609805.1_Stap_aure_DAR1815_V1
Staphylococcus aureus DAR1842,DAR1842,19988,SAMN02403798 ,PRJNA228333,Terrabacteria group,Firmicutes,GCA_000609825.1 ,2.90823,32.9,-,JGSM01,7,3030,2868,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/825/GCF_000609825.1_Stap_aure_DAR1842_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/825/GCA_000609825.1_Stap_aure_DAR1842_V1
Staphylococcus aureus DAR1859,DAR1859,19988,SAMN02403799 ,PRJNA228334,Terrabacteria group,Firmicutes,GCA_000609845.1 ,2.89875,32.9,-,JGSN01,7,3043,2883,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/845/GCF_000609845.1_Stap_aure_DAR1859_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/845/GCA_000609845.1_Stap_aure_DAR1859_V1
Staphylococcus aureus DAR1862,DAR1862,19988,SAMN02403800 ,PRJNA228335,Terrabacteria group,Firmicutes,GCA_000609865.1 ,2.83847,32.8,-,JGSO01,7,2950,2793,2014/3/27,2017/3/3,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/865/GCF_000609865.1_Stap_aure_DAR1862_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/865/GCA_000609865.1_Stap_aure_DAR1862_V1
Staphylococcus aureus DAR1874,DAR1874,19988,SAMN02403801 ,PRJNA228336,Terrabacteria group,Firmicutes,GCA_000609885.1 ,2.75036,32.9,-,JGSP01,4,2827,2670,2014/3/27,2017/3/4,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/609/885/GCF_000609885.1_Stap_aure_DAR1874_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/609/885/GCA_000609885.1_Stap_aure_DAR1874_V1
